product,market,month,value
BioHazard Liner bags 44gallon,Wayne County,Feb-20,682
BioHazard Liner bags 44gallon,Wayne County,Mar-20,670
BioHazard Liner bags 44gallon,Wayne County,Apr-20,708
BioHazard Liner bags 44gallon,Wayne County,May-20,671
BioHazard Liner bags 44gallon,Wayne County,Jun-20,691
BioHazard Liner bags 44gallon,Wayne County,Jul-20,693
BioHazard Liner bags 44gallon,Wayne County,Aug-20,687
BioHazard Liner bags 44gallon,Wayne County,Sep-20,702
BioHazard Liner bags 44gallon,Wayne County,Oct-20,697
BioHazard Liner bags 44gallon,Wayne County,Nov-20,685
BioHazard Liner bags 44gallon,Wayne County,Dec-20,678
BioHazard Liner bags 44gallon,Oakland County,Jan-20,679
BioHazard Liner bags 44gallon,Oakland County,Feb-20,677
BioHazard Liner bags 44gallon,Oakland County,Mar-20,704
BioHazard Liner bags 44gallon,Oakland County,Apr-20,689
BioHazard Liner bags 44gallon,Oakland County,May-20,717
BioHazard Liner bags 44gallon,Oakland County,Jun-20,697
BioHazard Liner bags 44gallon,Oakland County,Jul-20,682
BioHazard Liner bags 44gallon,Oakland County,Aug-20,715
BioHazard Liner bags 44gallon,Oakland County,Sep-20,714
BioHazard Liner bags 44gallon,Oakland County,Oct-20,672
BioHazard Liner bags 44gallon,Oakland County,Nov-20,707
BioHazard Liner bags 44gallon,Oakland County,Dec-20,700
BioHazard Liner bags 44gallon,Oakland County,Jan-20,672
BioHazard Liner bags 44gallon,Oakland County,Feb-20,668
BioHazard Liner bags 44gallon,Oakland County,Mar-20,697
BioHazard Liner bags 44gallon,Oakland County,Apr-20,702
BioHazard Liner bags 44gallon,Oakland County,May-20,709
BioHazard Liner bags 44gallon,Oakland County,Jun-20,681
BioHazard Liner bags 44gallon,Oakland County,Jul-20,690
BioHazard Liner bags 44gallon,Oakland County,Aug-20,714
BioHazard Liner bags 44gallon,Oakland County,Sep-20,687
BioHazard Liner bags 44gallon,Oakland County,Oct-20,683
BioHazard Liner bags 44gallon,Oakland County,Nov-20,714
BioHazard Liner bags 44gallon,Oakland County,Dec-20,696
BioHazard Liner bags 44gallon,Macomb County,Jan-20,715
BioHazard Liner bags 44gallon,Macomb County,Feb-20,680
BioHazard Liner bags 44gallon,Macomb County,Mar-20,717
BioHazard Liner bags 44gallon,Macomb County,Apr-20,695
BioHazard Liner bags 44gallon,Macomb County,May-20,696
BioHazard Liner bags 44gallon,Macomb County,Jun-20,669
BioHazard Liner bags 44gallon,Macomb County,Jul-20,706
BioHazard Liner bags 44gallon,Macomb County,Aug-20,671
BioHazard Liner bags 44gallon,Macomb County,Sep-20,678
BioHazard Liner bags 44gallon,Macomb County,Oct-20,704
BioHazard Liner bags 44gallon,Macomb County,Nov-20,671
BioHazard Liner bags 44gallon,Macomb County,Dec-20,711
BioHazard Liner bags 44gallon,Macomb County,Jan-20,698
BioHazard Liner bags 44gallon,Macomb County,Feb-20,708
BioHazard Liner bags 44gallon,Macomb County,Mar-20,709
BioHazard Liner bags 44gallon,Macomb County,Apr-20,698
BioHazard Liner bags 44gallon,Macomb County,May-20,685
BioHazard Liner bags 44gallon,Macomb County,Jun-20,672
BioHazard Liner bags 44gallon,Macomb County,Jul-20,695
BioHazard Liner bags 44gallon,Macomb County,Aug-20,668
BioHazard Liner bags 44gallon,Macomb County,Sep-20,707
BioHazard Liner bags 44gallon,Macomb County,Oct-20,717
BioHazard Liner bags 44gallon,Macomb County,Nov-20,676
BioHazard Liner bags 44gallon,Macomb County,Dec-20,671
BioHazard Liner bags 44gallon,Genesee County,Jan-20,675
BioHazard Liner bags 44gallon,Genesee County,Feb-20,694
BioHazard Liner bags 44gallon,Genesee County,Mar-20,696
BioHazard Liner bags 44gallon,Genesee County,Apr-20,699
BioHazard Liner bags 44gallon,Genesee County,May-20,707
BioHazard Liner bags 44gallon,Genesee County,Jun-20,717
BioHazard Liner bags 44gallon,Genesee County,Jul-20,671
BioHazard Liner bags 44gallon,Genesee County,Aug-20,701
BioHazard Liner bags 44gallon,Genesee County,Sep-20,686
BioHazard Liner bags 44gallon,Genesee County,Oct-20,713
BioHazard Liner bags 44gallon,Genesee County,Nov-20,681
BioHazard Liner bags 44gallon,Genesee County,Dec-20,710
BioHazard Liner bags 44gallon,Genesee County,Jan-20,695
BioHazard Liner bags 44gallon,Genesee County,Feb-20,673
BioHazard Liner bags 44gallon,Genesee County,Mar-20,668
BioHazard Liner bags 44gallon,Genesee County,Apr-20,712
BioHazard Liner bags 44gallon,Genesee County,May-20,693
BioHazard Liner bags 44gallon,Genesee County,Jun-20,671
BioHazard Liner bags 44gallon,Genesee County,Jul-20,713
BioHazard Liner bags 44gallon,Genesee County,Aug-20,688
BioHazard Liner bags 44gallon,Genesee County,Sep-20,709
BioHazard Liner bags 44gallon,Genesee County,Oct-20,691
BioHazard Liner bags 44gallon,Genesee County,Nov-20,713
BioHazard Liner bags 44gallon,Genesee County,Dec-20,690
BioHazard Liner bags 44gallon,Washtenaw County,Jan-20,689
BioHazard Liner bags 44gallon,Washtenaw County,Feb-20,715
BioHazard Liner bags 44gallon,Washtenaw County,Mar-20,677
BioHazard Liner bags 44gallon,Washtenaw County,Apr-20,708
BioHazard Liner bags 44gallon,Washtenaw County,May-20,687
BioHazard Liner bags 44gallon,Washtenaw County,Jun-20,677
BioHazard Liner bags 44gallon,Washtenaw County,Jul-20,677
BioHazard Liner bags 44gallon,Washtenaw County,Aug-20,697
BioHazard Liner bags 44gallon,Washtenaw County,Sep-20,682
BioHazard Liner bags 44gallon,Washtenaw County,Oct-20,673
BioHazard Liner bags 44gallon,Washtenaw County,Nov-20,707
BioHazard Liner bags 44gallon,Washtenaw County,Dec-20,683
BioHazard Liner bags 44gallon,Washtenaw County,Jan-20,708
BioHazard Liner bags 44gallon,Washtenaw County,Feb-20,695
BioHazard Liner bags 44gallon,Washtenaw County,Mar-20,693
BioHazard Liner bags 44gallon,Washtenaw County,Apr-20,706
BioHazard Liner bags 44gallon,Washtenaw County,May-20,715
BioHazard Liner bags 44gallon,Washtenaw County,Jun-20,673
BioHazard Liner bags 44gallon,Washtenaw County,Jul-20,669
BioHazard Liner bags 44gallon,Washtenaw County,Aug-20,707
BioHazard Liner bags 44gallon,Washtenaw County,Sep-20,710
BioHazard Liner bags 44gallon,Washtenaw County,Oct-20,694
BioHazard Liner bags 44gallon,Washtenaw County,Nov-20,708
BioHazard Liner bags 44gallon,Washtenaw County,Dec-20,681
BioHazard Liner bags 44gallon,Kent County,Jan-20,672
BioHazard Liner bags 44gallon,Kent County,Feb-20,693
BioHazard Liner bags 44gallon,Kent County,Mar-20,682
BioHazard Liner bags 44gallon,Kent County,Apr-20,695
BioHazard Liner bags 44gallon,Kent County,May-20,711
BioHazard Liner bags 44gallon,Kent County,Jun-20,678
BioHazard Liner bags 44gallon,Kent County,Jul-20,689
BioHazard Liner bags 44gallon,Kent County,Aug-20,699
BioHazard Liner bags 44gallon,Kent County,Sep-20,717
BioHazard Liner bags 44gallon,Kent County,Oct-20,712
BioHazard Liner bags 44gallon,Kent County,Nov-20,711
BioHazard Liner bags 44gallon,Kent County,Dec-20,668
BioHazard Liner bags 44gallon,Kent County,Jan-20,689
BioHazard Liner bags 44gallon,Kent County,Feb-20,670
BioHazard Liner bags 44gallon,Kent County,Mar-20,682
BioHazard Liner bags 44gallon,Kent County,Apr-20,708
BioHazard Liner bags 44gallon,Kent County,May-20,711
BioHazard Liner bags 44gallon,Kent County,Jun-20,681
BioHazard Liner bags 44gallon,Kent County,Jul-20,681
BioHazard Liner bags 44gallon,Kent County,Aug-20,676
BioHazard Liner bags 44gallon,Kent County,Sep-20,710
BioHazard Liner bags 44gallon,Kent County,Oct-20,704
BioHazard Liner bags 44gallon,Kent County,Nov-20,668
BioHazard Liner bags 44gallon,Kent County,Dec-20,710
BioHazard Liner bags 44gallon,Saginaw County,Jan-20,686
BioHazard Liner bags 44gallon,Saginaw County,Feb-20,691
BioHazard Liner bags 44gallon,Saginaw County,Mar-20,700
BioHazard Liner bags 44gallon,Saginaw County,Apr-20,678
BioHazard Liner bags 44gallon,Saginaw County,May-20,693
BioHazard Liner bags 44gallon,Saginaw County,Jun-20,707
BioHazard Liner bags 44gallon,Saginaw County,Jul-20,678
BioHazard Liner bags 44gallon,Saginaw County,Aug-20,689
BioHazard Liner bags 44gallon,Saginaw County,Sep-20,696
BioHazard Liner bags 44gallon,Saginaw County,Oct-20,711
BioHazard Liner bags 44gallon,Saginaw County,Nov-20,706
BioHazard Liner bags 44gallon,Saginaw County,Dec-20,716
BioHazard Liner bags 44gallon,Saginaw County,Jan-20,700
BioHazard Liner bags 44gallon,Saginaw County,Feb-20,709
BioHazard Liner bags 44gallon,Saginaw County,Mar-20,671
BioHazard Liner bags 44gallon,Saginaw County,Apr-20,671
BioHazard Liner bags 44gallon,Saginaw County,May-20,683
BioHazard Liner bags 44gallon,Saginaw County,Jun-20,716
BioHazard Liner bags 44gallon,Saginaw County,Jul-20,674
BioHazard Liner bags 44gallon,Saginaw County,Aug-20,708
BioHazard Liner bags 44gallon,Saginaw County,Sep-20,681
BioHazard Liner bags 44gallon,Saginaw County,Oct-20,678
BioHazard Liner bags 44gallon,Saginaw County,Nov-20,699
BioHazard Liner bags 44gallon,Saginaw County,Dec-20,699
BioHazard Liner bags 44gallon,Ingham County,Jan-20,705
BioHazard Liner bags 44gallon,Ingham County,Feb-20,668
BioHazard Liner bags 44gallon,Ingham County,Mar-20,714
BioHazard Liner bags 44gallon,Ingham County,Apr-20,702
BioHazard Liner bags 44gallon,Ingham County,May-20,709
BioHazard Liner bags 44gallon,Ingham County,Jun-20,687
BioHazard Liner bags 44gallon,Ingham County,Jul-20,684
BioHazard Liner bags 44gallon,Ingham County,Aug-20,711
BioHazard Liner bags 44gallon,Ingham County,Sep-20,686
BioHazard Liner bags 44gallon,Ingham County,Oct-20,672
BioHazard Liner bags 44gallon,Ingham County,Nov-20,679
BioHazard Liner bags 44gallon,Ingham County,Dec-20,714
BioHazard Liner bags 44gallon,Ingham County,Jan-20,710
BioHazard Liner bags 44gallon,Ingham County,Feb-20,699
BioHazard Liner bags 44gallon,Ingham County,Mar-20,695
BioHazard Liner bags 44gallon,Ingham County,Apr-20,707
BioHazard Liner bags 44gallon,Ingham County,May-20,675
BioHazard Liner bags 44gallon,Ingham County,Jun-20,714
BioHazard Liner bags 44gallon,Ingham County,Jul-20,692
BioHazard Liner bags 44gallon,Ingham County,Aug-20,681
BioHazard Liner bags 44gallon,Ingham County,Sep-20,705
BioHazard Liner bags 44gallon,Ingham County,Oct-20,700
BioHazard Liner bags 44gallon,Ingham County,Nov-20,672
BioHazard Liner bags 44gallon,Ingham County,Dec-20,683
BioHazard Liner bags 44gallon,Livingston County,Jan-20,713
BioHazard Liner bags 44gallon,Livingston County,Feb-20,688
BioHazard Liner bags 44gallon,Livingston County,Mar-20,677
BioHazard Liner bags 44gallon,Livingston County,Apr-20,671
BioHazard Liner bags 44gallon,Livingston County,May-20,687
BioHazard Liner bags 44gallon,Livingston County,Jun-20,705
BioHazard Liner bags 44gallon,Livingston County,Jul-20,699
BioHazard Liner bags 44gallon,Livingston County,Aug-20,709
BioHazard Liner bags 44gallon,Livingston County,Sep-20,705
BioHazard Liner bags 44gallon,Livingston County,Oct-20,709
BioHazard Liner bags 44gallon,Livingston County,Nov-20,682
BioHazard Liner bags 44gallon,Livingston County,Dec-20,698
BioHazard Liner bags 44gallon,Livingston County,Jan-20,709
BioHazard Liner bags 44gallon,Livingston County,Feb-20,688
BioHazard Liner bags 44gallon,Livingston County,Mar-20,703
BioHazard Liner bags 44gallon,Livingston County,Apr-20,671
BioHazard Liner bags 44gallon,Livingston County,May-20,712
BioHazard Liner bags 44gallon,Livingston County,Jun-20,679
BioHazard Liner bags 44gallon,Livingston County,Jul-20,701
BioHazard Liner bags 44gallon,Livingston County,Aug-20,691
BioHazard Liner bags 44gallon,Livingston County,Sep-20,705
BioHazard Liner bags 44gallon,Livingston County,Oct-20,705
BioHazard Liner bags 44gallon,Livingston County,Nov-20,672
BioHazard Liner bags 44gallon,Livingston County,Dec-20,668
BioHazard Liner bags 44gallon,St. Clair County,Jan-20,717
BioHazard Liner bags 44gallon,St. Clair County,Feb-20,704
BioHazard Liner bags 44gallon,St. Clair County,Mar-20,685
BioHazard Liner bags 44gallon,St. Clair County,Apr-20,707
BioHazard Liner bags 44gallon,St. Clair County,May-20,689
BioHazard Liner bags 44gallon,St. Clair County,Jun-20,684
BioHazard Liner bags 44gallon,St. Clair County,Jul-20,702
BioHazard Liner bags 44gallon,St. Clair County,Aug-20,699
BioHazard Liner bags 44gallon,St. Clair County,Sep-20,687
BioHazard Liner bags 44gallon,St. Clair County,Oct-20,693
BioHazard Liner bags 44gallon,St. Clair County,Nov-20,672
BioHazard Liner bags 44gallon,St. Clair County,Dec-20,714
BioHazard Liner bags 44gallon,St. Clair County,Jan-20,707
BioHazard Liner bags 44gallon,St. Clair County,Feb-20,691
BioHazard Liner bags 44gallon,St. Clair County,Mar-20,690
BioHazard Liner bags 44gallon,St. Clair County,Apr-20,702
BioHazard Liner bags 44gallon,St. Clair County,May-20,668
BioHazard Liner bags 44gallon,St. Clair County,Jun-20,687
BioHazard Liner bags 44gallon,St. Clair County,Jul-20,681
BioHazard Liner bags 44gallon,St. Clair County,Aug-20,713
BioHazard Liner bags 44gallon,St. Clair County,Sep-20,670
BioHazard Liner bags 44gallon,St. Clair County,Oct-20,674
BioHazard Liner bags 44gallon,St. Clair County,Nov-20,696
BioHazard Liner bags 44gallon,St. Clair County,Dec-20,708
BioHazard Liner bags 44gallon,Monroe County,Jan-20,705
BioHazard Liner bags 44gallon,Monroe County,Feb-20,701
BioHazard Liner bags 44gallon,Monroe County,Mar-20,690
BioHazard Liner bags 44gallon,Monroe County,Apr-20,672
BioHazard Liner bags 44gallon,Monroe County,May-20,691
BioHazard Liner bags 44gallon,Monroe County,Jun-20,679
BioHazard Liner bags 44gallon,Monroe County,Jul-20,713
BioHazard Liner bags 44gallon,Monroe County,Aug-20,715
BioHazard Liner bags 44gallon,Monroe County,Sep-20,700
BioHazard Liner bags 44gallon,Monroe County,Oct-20,687
BioHazard Liner bags 44gallon,Monroe County,Nov-20,707
BioHazard Liner bags 44gallon,Monroe County,Dec-20,680
BioHazard Liner bags 44gallon,Monroe County,Jan-20,687
BioHazard Liner bags 44gallon,Monroe County,Feb-20,713
BioHazard Liner bags 44gallon,Monroe County,Mar-20,675
BioHazard Liner bags 44gallon,Monroe County,Apr-20,702
BioHazard Liner bags 44gallon,Monroe County,May-20,677
BioHazard Liner bags 44gallon,Monroe County,Jun-20,680
BioHazard Liner bags 44gallon,Monroe County,Jul-20,717
BioHazard Liner bags 44gallon,Monroe County,Aug-20,695
BioHazard Liner bags 44gallon,Monroe County,Sep-20,700
BioHazard Liner bags 44gallon,Monroe County,Oct-20,680
BioHazard Liner bags 44gallon,Monroe County,Nov-20,717
BioHazard Liner bags 44gallon,Monroe County,Dec-20,693
Blue Solied Linen bags,Wayne County,Jan-20,1047
Blue Solied Linen bags,Wayne County,Feb-20,1048
Blue Solied Linen bags,Wayne County,Mar-20,1084
Blue Solied Linen bags,Wayne County,Apr-20,1067
Blue Solied Linen bags,Wayne County,May-20,1062
Blue Solied Linen bags,Wayne County,Jun-20,1062
Blue Solied Linen bags,Wayne County,Jul-20,1049
Blue Solied Linen bags,Wayne County,Aug-20,1043
Blue Solied Linen bags,Wayne County,Sep-20,1082
Blue Solied Linen bags,Wayne County,Oct-20,1083
Blue Solied Linen bags,Wayne County,Nov-20,1085
Blue Solied Linen bags,Wayne County,Dec-20,1065
Blue Solied Linen bags,Wayne County,Jan-20,1047
Blue Solied Linen bags,Wayne County,Feb-20,1089
Blue Solied Linen bags,Wayne County,Mar-20,1067
Blue Solied Linen bags,Wayne County,Apr-20,1080
Blue Solied Linen bags,Wayne County,May-20,1073
Blue Solied Linen bags,Wayne County,Jun-20,1049
Blue Solied Linen bags,Wayne County,Jul-20,1075
Blue Solied Linen bags,Wayne County,Aug-20,1076
Blue Solied Linen bags,Wayne County,Sep-20,1072
Blue Solied Linen bags,Wayne County,Oct-20,1050
Blue Solied Linen bags,Wayne County,Nov-20,1080
Blue Solied Linen bags,Wayne County,Dec-20,1090
Blue Solied Linen bags,Oakland County,Jan-20,1068
Blue Solied Linen bags,Oakland County,Feb-20,1067
Blue Solied Linen bags,Oakland County,Mar-20,1046
Blue Solied Linen bags,Oakland County,Apr-20,1064
Blue Solied Linen bags,Oakland County,May-20,1077
Blue Solied Linen bags,Oakland County,Jun-20,1063
Blue Solied Linen bags,Oakland County,Jul-20,1061
Blue Solied Linen bags,Oakland County,Aug-20,1061
Blue Solied Linen bags,Oakland County,Sep-20,1055
Blue Solied Linen bags,Oakland County,Oct-20,1090
Blue Solied Linen bags,Oakland County,Nov-20,1077
Blue Solied Linen bags,Oakland County,Dec-20,1068
Blue Solied Linen bags,Oakland County,Jan-20,1061
Blue Solied Linen bags,Oakland County,Feb-20,1084
Blue Solied Linen bags,Oakland County,Mar-20,1060
Blue Solied Linen bags,Oakland County,Apr-20,1072
Blue Solied Linen bags,Oakland County,May-20,1086
Blue Solied Linen bags,Oakland County,Jun-20,1073
Blue Solied Linen bags,Oakland County,Jul-20,1078
Blue Solied Linen bags,Oakland County,Aug-20,1073
Blue Solied Linen bags,Oakland County,Sep-20,1088
Blue Solied Linen bags,Oakland County,Oct-20,1087
Blue Solied Linen bags,Oakland County,Nov-20,1063
Blue Solied Linen bags,Oakland County,Dec-20,1073
Blue Solied Linen bags,Macomb County,Jan-20,1085
Blue Solied Linen bags,Macomb County,Feb-20,1089
Blue Solied Linen bags,Macomb County,Mar-20,1050
Blue Solied Linen bags,Macomb County,Apr-20,1076
Blue Solied Linen bags,Macomb County,May-20,1070
Blue Solied Linen bags,Macomb County,Jun-20,1087
Blue Solied Linen bags,Macomb County,Jul-20,1079
Blue Solied Linen bags,Macomb County,Aug-20,1070
Blue Solied Linen bags,Macomb County,Sep-20,1072
Blue Solied Linen bags,Macomb County,Oct-20,1069
Blue Solied Linen bags,Macomb County,Nov-20,1077
Blue Solied Linen bags,Macomb County,Dec-20,1077
Blue Solied Linen bags,Macomb County,Jan-20,1053
Blue Solied Linen bags,Macomb County,Feb-20,1088
Blue Solied Linen bags,Macomb County,Mar-20,1069
Blue Solied Linen bags,Macomb County,Apr-20,1069
Blue Solied Linen bags,Macomb County,May-20,1092
Blue Solied Linen bags,Macomb County,Jun-20,1089
Blue Solied Linen bags,Macomb County,Jul-20,1044
Blue Solied Linen bags,Macomb County,Aug-20,1079
Blue Solied Linen bags,Macomb County,Sep-20,1068
Blue Solied Linen bags,Macomb County,Oct-20,1049
Blue Solied Linen bags,Macomb County,Nov-20,1049
Blue Solied Linen bags,Macomb County,Dec-20,1057
Blue Solied Linen bags,Genesee County,Jan-20,1070
Blue Solied Linen bags,Genesee County,Feb-20,1049
Blue Solied Linen bags,Genesee County,Mar-20,1061
Blue Solied Linen bags,Genesee County,Apr-20,1054
Blue Solied Linen bags,Genesee County,May-20,1050
Blue Solied Linen bags,Genesee County,Jun-20,1075
Blue Solied Linen bags,Genesee County,Jul-20,1056
Blue Solied Linen bags,Genesee County,Aug-20,1092
Blue Solied Linen bags,Genesee County,Sep-20,1082
Blue Solied Linen bags,Genesee County,Oct-20,1044
Blue Solied Linen bags,Genesee County,Nov-20,1055
Blue Solied Linen bags,Genesee County,Dec-20,1069
Blue Solied Linen bags,Genesee County,Jan-20,1064
Blue Solied Linen bags,Genesee County,Feb-20,1075
Blue Solied Linen bags,Genesee County,Mar-20,1074
Blue Solied Linen bags,Genesee County,Apr-20,1085
Blue Solied Linen bags,Genesee County,May-20,1077
Blue Solied Linen bags,Genesee County,Jun-20,1058
Blue Solied Linen bags,Genesee County,Jul-20,1081
Blue Solied Linen bags,Genesee County,Aug-20,1049
Blue Solied Linen bags,Genesee County,Sep-20,1045
Blue Solied Linen bags,Genesee County,Oct-20,1058
Blue Solied Linen bags,Genesee County,Nov-20,1077
Blue Solied Linen bags,Genesee County,Dec-20,1047
Blue Solied Linen bags,Washtenaw County,Jan-20,1091
Blue Solied Linen bags,Washtenaw County,Feb-20,1065
Blue Solied Linen bags,Washtenaw County,Mar-20,1077
Blue Solied Linen bags,Washtenaw County,Apr-20,1071
Blue Solied Linen bags,Washtenaw County,May-20,1052
Blue Solied Linen bags,Washtenaw County,Jun-20,1045
Blue Solied Linen bags,Washtenaw County,Jul-20,1065
Blue Solied Linen bags,Washtenaw County,Aug-20,1089
Blue Solied Linen bags,Washtenaw County,Sep-20,1089
Blue Solied Linen bags,Washtenaw County,Oct-20,1060
Blue Solied Linen bags,Washtenaw County,Nov-20,1044
Blue Solied Linen bags,Washtenaw County,Dec-20,1056
Blue Solied Linen bags,Washtenaw County,Jan-20,1085
Blue Solied Linen bags,Washtenaw County,Feb-20,1063
Blue Solied Linen bags,Washtenaw County,Mar-20,1048
Blue Solied Linen bags,Washtenaw County,Apr-20,1055
Blue Solied Linen bags,Washtenaw County,May-20,1054
Blue Solied Linen bags,Washtenaw County,Jun-20,1071
Blue Solied Linen bags,Washtenaw County,Jul-20,1054
Blue Solied Linen bags,Washtenaw County,Aug-20,1051
Blue Solied Linen bags,Washtenaw County,Sep-20,1087
Blue Solied Linen bags,Washtenaw County,Oct-20,1047
Blue Solied Linen bags,Washtenaw County,Nov-20,1083
Blue Solied Linen bags,Washtenaw County,Dec-20,1061
Blue Solied Linen bags,Kent County,Jan-20,1087
Blue Solied Linen bags,Kent County,Feb-20,1053
Blue Solied Linen bags,Kent County,Mar-20,1083
Blue Solied Linen bags,Kent County,Apr-20,1089
Blue Solied Linen bags,Kent County,May-20,1076
Blue Solied Linen bags,Kent County,Jun-20,1083
Blue Solied Linen bags,Kent County,Jul-20,1051
Blue Solied Linen bags,Kent County,Aug-20,1087
Blue Solied Linen bags,Kent County,Sep-20,1047
Blue Solied Linen bags,Kent County,Oct-20,1058
Blue Solied Linen bags,Kent County,Nov-20,1071
Blue Solied Linen bags,Kent County,Dec-20,1084
Blue Solied Linen bags,Kent County,Jan-20,1052
Blue Solied Linen bags,Kent County,Feb-20,1092
Blue Solied Linen bags,Kent County,Mar-20,1081
Blue Solied Linen bags,Kent County,Apr-20,1091
Blue Solied Linen bags,Kent County,May-20,1071
Blue Solied Linen bags,Kent County,Jun-20,1058
Blue Solied Linen bags,Kent County,Jul-20,1071
Blue Solied Linen bags,Kent County,Aug-20,1084
Blue Solied Linen bags,Kent County,Sep-20,1068
Blue Solied Linen bags,Kent County,Oct-20,1046
Blue Solied Linen bags,Kent County,Nov-20,1059
Blue Solied Linen bags,Kent County,Dec-20,1086
Blue Solied Linen bags,Saginaw County,Jan-20,1066
Blue Solied Linen bags,Saginaw County,Feb-20,1058
Blue Solied Linen bags,Saginaw County,Mar-20,1092
Blue Solied Linen bags,Saginaw County,Apr-20,1076
Blue Solied Linen bags,Saginaw County,May-20,1091
Blue Solied Linen bags,Saginaw County,Jun-20,1088
Blue Solied Linen bags,Saginaw County,Jul-20,1087
Blue Solied Linen bags,Saginaw County,Aug-20,1071
Blue Solied Linen bags,Saginaw County,Sep-20,1045
Blue Solied Linen bags,Saginaw County,Oct-20,1046
Blue Solied Linen bags,Saginaw County,Nov-20,1060
Blue Solied Linen bags,Saginaw County,Dec-20,1054
Blue Solied Linen bags,Saginaw County,Jan-20,1072
Blue Solied Linen bags,Saginaw County,Feb-20,1065
Blue Solied Linen bags,Saginaw County,Mar-20,1091
Blue Solied Linen bags,Saginaw County,Apr-20,1084
Blue Solied Linen bags,Saginaw County,May-20,1072
Blue Solied Linen bags,Saginaw County,Jun-20,1059
Blue Solied Linen bags,Saginaw County,Jul-20,1052
Blue Solied Linen bags,Saginaw County,Aug-20,1072
Blue Solied Linen bags,Saginaw County,Sep-20,1063
Blue Solied Linen bags,Saginaw County,Oct-20,1045
Blue Solied Linen bags,Saginaw County,Nov-20,1075
Blue Solied Linen bags,Saginaw County,Dec-20,1051
Blue Solied Linen bags,Ingham County,Jan-20,1084
Blue Solied Linen bags,Ingham County,Feb-20,1089
Blue Solied Linen bags,Ingham County,Mar-20,1047
Blue Solied Linen bags,Ingham County,Apr-20,1064
Blue Solied Linen bags,Ingham County,May-20,1070
Blue Solied Linen bags,Ingham County,Jun-20,1069
Blue Solied Linen bags,Ingham County,Jul-20,1075
Blue Solied Linen bags,Ingham County,Aug-20,1076
Blue Solied Linen bags,Ingham County,Sep-20,1077
Blue Solied Linen bags,Ingham County,Oct-20,1089
Blue Solied Linen bags,Ingham County,Nov-20,1076
Blue Solied Linen bags,Ingham County,Dec-20,1068
Blue Solied Linen bags,Ingham County,Jan-20,1066
Blue Solied Linen bags,Ingham County,Feb-20,1079
Blue Solied Linen bags,Ingham County,Mar-20,1091
Blue Solied Linen bags,Ingham County,Apr-20,1053
Blue Solied Linen bags,Ingham County,May-20,1044
Blue Solied Linen bags,Ingham County,Jun-20,1047
Blue Solied Linen bags,Ingham County,Jul-20,1080
Blue Solied Linen bags,Ingham County,Aug-20,1089
Blue Solied Linen bags,Ingham County,Sep-20,1077
Blue Solied Linen bags,Ingham County,Oct-20,1052
Blue Solied Linen bags,Ingham County,Nov-20,1047
Blue Solied Linen bags,Ingham County,Dec-20,1048
Blue Solied Linen bags,Livingston County,Jan-20,1049
Blue Solied Linen bags,Livingston County,Feb-20,1066
Blue Solied Linen bags,Livingston County,Mar-20,1055
Blue Solied Linen bags,Livingston County,Apr-20,1067
Blue Solied Linen bags,Livingston County,May-20,1054
Blue Solied Linen bags,Livingston County,Jun-20,1074
Blue Solied Linen bags,Livingston County,Jul-20,1073
Blue Solied Linen bags,Livingston County,Aug-20,1078
Blue Solied Linen bags,Livingston County,Sep-20,1058
Blue Solied Linen bags,Livingston County,Oct-20,1053
Blue Solied Linen bags,Livingston County,Nov-20,1081
Blue Solied Linen bags,Livingston County,Dec-20,1078
Blue Solied Linen bags,Livingston County,Jan-20,1075
Blue Solied Linen bags,Livingston County,Feb-20,1060
Blue Solied Linen bags,Livingston County,Mar-20,1071
Blue Solied Linen bags,Livingston County,Apr-20,1073
Blue Solied Linen bags,Livingston County,May-20,1088
Blue Solied Linen bags,Livingston County,Jun-20,1072
Blue Solied Linen bags,Livingston County,Jul-20,1086
Blue Solied Linen bags,Livingston County,Aug-20,1090
Blue Solied Linen bags,Livingston County,Sep-20,1051
Blue Solied Linen bags,Livingston County,Oct-20,1075
Blue Solied Linen bags,Livingston County,Nov-20,1066
Blue Solied Linen bags,Livingston County,Dec-20,1063
Blue Solied Linen bags,St. Clair County,Jan-20,1073
Blue Solied Linen bags,St. Clair County,Feb-20,1080
Blue Solied Linen bags,St. Clair County,Mar-20,1056
Blue Solied Linen bags,St. Clair County,Apr-20,1091
Blue Solied Linen bags,St. Clair County,May-20,1043
Blue Solied Linen bags,St. Clair County,Jun-20,1077
Blue Solied Linen bags,St. Clair County,Jul-20,1061
Blue Solied Linen bags,St. Clair County,Aug-20,1085
Blue Solied Linen bags,St. Clair County,Sep-20,1070
Blue Solied Linen bags,St. Clair County,Oct-20,1059
Blue Solied Linen bags,St. Clair County,Nov-20,1052
Blue Solied Linen bags,St. Clair County,Dec-20,1067
Blue Solied Linen bags,St. Clair County,Jan-20,1078
Blue Solied Linen bags,St. Clair County,Feb-20,1053
Blue Solied Linen bags,St. Clair County,Mar-20,1060
Blue Solied Linen bags,St. Clair County,Apr-20,1085
Blue Solied Linen bags,St. Clair County,May-20,1052
Blue Solied Linen bags,St. Clair County,Jun-20,1051
Blue Solied Linen bags,St. Clair County,Jul-20,1082
Blue Solied Linen bags,St. Clair County,Aug-20,1064
Blue Solied Linen bags,St. Clair County,Sep-20,1062
